Company,Location HQ,Industry,%,Date,Source,$ Raised (mm),Stage,Date Added,Country,AI,# Laid Off,_source,_scraped_at
Trybe,"['Sao Paulo', 'Non-U.S.']",Education,0.1,2022-08-10T00:00:00.000Z,https://startups.com.br/noticias/edtech-trybe-enxuga-operacoes-e-corta-10-do-time/,40.0,Series B,2022-08-24T23:33:24.000Z,Brazil,,47.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Permutive,"['London', 'Non-U.S.']",Marketing,0.12,2022-08-10T00:00:00.000Z,https://www.businessinsider.com/permutive-lays-off-12-of-staffers-amid-economic-downturn-2022-8,105.0,Series C,2022-08-10T21:55:40.000Z,United Kingdom,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Homeward,['Austin'],Real Estate,0.2,2022-08-10T00:00:00.000Z,https://www.realtrends.com/articles/homeward-lays-off-20-of-workforce/,160.0,Series B,2022-08-10T21:57:12.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Pollen,"['London', 'Non-U.S.']",Marketing,1.0,2022-08-10T00:00:00.000Z,https://sifted.eu/articles/pollen-administration-restructuring/,238.0,Series C,2022-08-10T21:58:34.000Z,United Kingdom,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vedanta Biosciences,['Boston'],Healthcare,0.2,2022-08-10T00:00:00.000Z,https://www.fiercebiotech.com/biotech/vedanta-ceo-blames-challenging-environment-biotech-laying-20-staff,301.0,Series D,2022-08-17T20:10:33.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
GoHealth,['Chicago'],Healthcare,0.2,2022-08-09T00:00:00.000Z,https://www.chicagobusiness.com/technology/gohealth-lays-800-workers-online-health-insurance-seller-cuts-back,75.0,Post-IPO,2022-08-11T21:31:33.000Z,United States,,800.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Hootsuite,"['Vancouver', 'Non-U.S.']",Marketing,0.3,2022-08-09T00:00:00.000Z,https://betakit.com/hootsuite-restructuring-laying-off-30-percent-of-employees/,300.0,Series C,2022-08-09T17:35:53.000Z,Canada,,400.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nutanix,['SF Bay Area'],Infrastructure,0.04,2022-08-09T00:00:00.000Z,https://www.marketscreener.com/quote/stock/NUTANIX-INC-31497437/news/NUTANIX-INC-Costs-Associated-with-Exit-or-Disposal-Activities-form-8-K-41257917/,1100.0,Post-IPO,2022-08-09T21:51:10.000Z,United States,,270.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Quanterix,['Boston'],Healthcare,0.25,2022-08-09T00:00:00.000Z,https://www.genomeweb.com/business-news/quanterix-slashing-workforce-25-percent-it-refocuses-commercial-efforts#.Y3J8V-zMK8B,533.0,Post-IPO,2022-11-17T04:38:06.000Z,United States,,130.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Wix,"['Tel Aviv', 'Non-U.S.']",Marketing,,2022-08-09T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1icqik0c,58.0,Post-IPO,2022-08-09T14:34:51.000Z,Israel,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
MadeiraMadeira,"['Curitiba', 'Non-U.S.']",Retail,0.03,2022-08-09T00:00:00.000Z,https://www.estadao.com.br/link/inovacao/unicornio-madeiramadeira-demite-60-pessoas-em-busca-de-ganho-de-eficiencia/,338.0,Series E,2022-08-09T21:54:09.000Z,Brazil,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Melio,['New York City'],Finance,,2022-08-09T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/b1kyowlaq,504.0,Series D,2022-08-09T18:30:37.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Linktree,"['Melbourne', 'Non-U.S.']",Consumer,0.17,2022-08-09T00:00:00.000Z,https://www.smartcompany.com.au/industries/information-technology/linktree-sacks-employees-tech/,165.0,Unknown,2022-08-09T14:33:49.000Z,Australia,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shogun,['SF Bay Area'],Retail,0.3,2022-08-09T00:00:00.000Z,Internal memo,114.0,Series C,2022-08-10T15:22:27.000Z,United States,,48.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Absci,"['Vancouver', 'Non-U.S.']",Healthcare,,2022-08-09T00:00:00.000Z,https://www.absci.com/message-from-ceo-08-09-2022/,237.0,Post-IPO,2022-08-10T04:07:56.000Z,Canada,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Dooly,"['Vancouver', 'Non-U.S.']",Sales,,2022-08-09T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6962892415028387840/,102.0,Series B,2022-08-10T15:24:31.000Z,Canada,,12.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Berkeley Lights,['SF Bay Area'],Healthcare,0.12,2022-08-09T00:00:00.000Z,https://investors.berkeleylights.com/news/news-details/2022/Berkeley-Lights-Reports-Second-Quarter-2022-Financial-Results/default.aspx,272.0,Post-IPO,2022-08-09T21:53:12.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
DailyPay,['New York City'],Finance,0.15,2022-08-09T00:00:00.000Z,Internal memo,814.0,Unknown,2022-08-10T22:41:23.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Haus,['SF Bay Area'],Food,1.0,2022-08-09T00:00:00.000Z,https://techcrunch.com/2022/08/08/haus-a-vc-backed-apertif-startup-is-up-for-sale-after-series-a-falls-through/,7.0,Seed,2022-08-10T00:49:00.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Kaltura,['New York City'],Media,0.1,2022-08-09T00:00:00.000Z,https://en.globes.co.il/en/article-kaltura-laying-off-10-of-workforce-1001420938,166.0,Post-IPO,2022-08-09T14:45:29.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shift,['SF Bay Area'],Transportation,,2022-08-09T00:00:00.000Z,https://www.globenewswire.com/news-release/2022/08/09/2495362/0/en/Shift-Announces-Merger-with-CarLotz-a-New-Business-Plan-that-Enables-the-Company-to-Achieve-Profitability-in-2024-Appointment-of-new-CEO-also-Releases-Q2-Results.html,504.0,Post-IPO,2022-08-09T21:49:31.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Sweetgreen,['Los Angeles'],Food,,2022-08-09T00:00:00.000Z,https://www.cnbc.com/2022/08/09/sweetgreen-stock-plummets-after-salad-chain-cuts-forecast-announces-layoffs.html,478.0,Post-IPO,2022-08-09T21:47:18.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Groupon,['Chicago'],Retail,0.15,2022-08-08T00:00:00.000Z,https://techcrunch.com/2022/08/08/groupon-cuts-over-500-staff-as-the-downturn-takes-its-tolll/,1400.0,Post-IPO,2022-08-08T21:36:51.000Z,United States,,500.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Loggi,"['Sao Paulo', 'Non-U.S.']",Logistics,0.15,2022-08-08T00:00:00.000Z,https://startups.com.br/noticias/na-onda-dos-layoffs-loggi-demite-cerca-de-15-da-sua-forca-de-trabalho/,507.0,Series F,2022-08-09T14:40:05.000Z,Brazil,,500.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vroom,['New York City'],Transportation,,2022-08-08T00:00:00.000Z,https://www.autonews.com/dealers/vroom-earnings-q2-net-loss-1151-million-used-car-retailer-cuts-jobs,1300.0,Post-IPO,2022-08-09T14:44:58.000Z,United States,,337.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Warby Parker,['New York City'],Consumer,,2022-08-08T00:00:00.000Z,https://www.businessinsider.com/warby-parker-lays-off-63-corporate-employees-internal-memo-2022-8,535.0,Post-IPO,2022-08-09T14:37:26.000Z,United States,,63.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Labelbox,['SF Bay Area'],Data,,2022-08-08T00:00:00.000Z,Internal memo,188.0,Series D,2022-08-11T13:31:20.000Z,United States,,36.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Perion,"['Tel Aviv', 'Non-U.S.']",Marketing,0.05,2022-08-08T00:00:00.000Z,https://en.globes.co.il/en/article-perion-network-lays-off-20-transfers-us-activities-to-israel-1001420801,76.0,Post-IPO,2022-08-08T14:15:39.000Z,Israel,,20.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Daily Harvest,['New York City'],Food,0.15,2022-08-08T00:00:00.000Z,https://fortune.com/2022/08/08/daily-harvest-layoffs-lentil-crumbles-recall/,120.0,Series D,2022-08-10T23:08:28.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
DataRobot,['Boston'],Data,,2022-08-08T00:00:00.000Z,https://www.bostonglobe.com/2022/08/08/business/amid-struggles-datarobot-cutting-more-staff/,1000.0,Series G,2022-08-11T13:29:09.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
iRobot,['Boston'],Consumer,0.1,2022-08-05T00:00:00.000Z,https://www.geekwire.com/2022/amazon-to-acquire-roomba-maker-irobot-for-1-7-billion/,30.0,Acquired,2022-08-05T19:28:04.000Z,United States,,140.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Mejuri,"['Toronto', 'Non-U.S.']",Retail,0.1,2022-08-05T00:00:00.000Z,https://betakit.com/d2c-startups-not-immune-to-downturn-as-article-mejuri-make-staff-cuts/,28.0,Series B,2022-08-08T21:33:38.000Z,Canada,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Uberflip,"['Toronto', 'Non-U.S.']",Marketing,0.17,2022-08-05T00:00:00.000Z,https://betakit.com/uberflip-ceo-attributes-company-layoffs-to-unsteady-economy/,42.0,Series A,2022-08-05T19:18:41.000Z,Canada,,31.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Slync,['Dallas'],Logistics,,2022-08-05T00:00:00.000Z,https://www.businessinsider.com/slync-layoffs-ceo-fired-kirchner-supply-chain-tech-goldman-2022-8,76.0,Series B,2022-08-23T03:36:42.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Talkdesk,['SF Bay Area'],Support,,2022-08-05T00:00:00.000Z,https://eco.sapo.pt/2022/08/05/onda-de-despedimentos-nas-tech-chega-a-unicornio-talkdesk/,497.0,Series D,2022-08-05T19:39:08.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Doma,['SF Bay Area'],Finance,0.13,2022-08-04T00:00:00.000Z,https://www.inman.com/2022/08/19/doma-announces-more-layoffs-as-cumulative-losses-top-300m/amp/,679.0,Post-IPO,2022-08-05T19:22:32.000Z,United States,,250.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Article,"['Vancouver', 'Non-U.S.']",Retail,0.17,2022-08-04T00:00:00.000Z,https://dailyhive.com/vancouver/vancouver-article-layoffs,,Series B,2022-08-04T23:33:42.000Z,Canada,,216.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Jam City,['Los Angeles'],Consumer,0.17,2022-08-04T00:00:00.000Z,https://venturebeat.com/2022/08/04/jam-city-lays-off-hundreds-of-staff-as-part-of-restructuring/,652.0,Unknown,2022-08-04T23:35:47.000Z,United States,,200.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
10X Genomics,['SF Bay Area'],Healthcare,0.08,2022-08-04T00:00:00.000Z,https://www.genomeweb.com/business-news/10x-genomics-lays-approximately-100-employees#.YuxWk-zMKqV,242.0,Post-IPO,2022-08-04T23:30:40.000Z,United States,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
LEAD,"['Mumbai', 'Non-U.S.']",Education,0.04,2022-08-04T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/school-edtech-unicorn-lead-lets-go-of-about-100-employees-8954821.html,166.0,Series E,2022-08-04T19:02:25.000Z,India,,80.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zendesk,['SF Bay Area'],Support,,2022-08-04T00:00:00.000Z,Internal memo,85.0,Acquired,2022-08-05T03:18:34.000Z,United States,,80.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
On Deck,['SF Bay Area'],Education,0.33,2022-08-04T00:00:00.000Z,https://techcrunch.com/2022/08/04/on-deck-lays-off-a-third-of-staff-after-cutting-a-quarter-just-months-prior/,20.0,Series A,2022-08-04T19:07:23.000Z,United States,,73.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
RenoRun,"['Montreal', 'Non-U.S.']",Construction,0.12,2022-08-04T00:00:00.000Z,https://betakit.com/renorun-lays-off-12-percent-of-staff-pauses-geographic-expansion-amid-uncertainty-surrounding-consumer-spending/,163.0,Series B,2022-08-17T18:27:14.000Z,Canada,,70.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
RingCentral,['SF Bay Area'],Support,,2022-08-04T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2022/08/04/ringcentral-lays-off-50-at-belmont-headquarters.html,44.0,Post-IPO,2022-08-04T23:31:39.000Z,United States,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Medly,['New York City'],Healthcare,0.16,2022-08-04T00:00:00.000Z,https://www.linkedin.com/posts/sarkiskalashian_medly-impacted-employees-open-to-work-activity-6962465333982961664-LVTX/,100.0,Series C,2022-08-09T19:53:46.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nomad,"['Sao Paulo', 'Non-U.S.']",Finance,0.2,2022-08-04T00:00:00.000Z,https://finsiders.com.br/2022/08/04/nomad-corta-20-da-equipe-quase-tres-meses-apos-aporte/,290.0,Series B,2022-08-10T15:19:39.000Z,Brazil,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
StubHub,['SF Bay Area'],Consumer,,2022-08-04T00:00:00.000Z,https://www.sfgate.com/bayarea/article/stubhub-closing-san-francisco-office-lay-offs-17351845.php,59.0,Acquired,2022-08-04T23:45:39.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Weedmaps,['Los Angeles'],Other,0.1,2022-08-04T00:00:00.000Z,https://www.businessinsider.com/weedmaps-lays-off-employees-as-marijuana-sales-fall-recession-fears2022-8,,Acquired,2022-08-16T03:53:20.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Zenius,"['Jakarta', 'Non-U.S.']",Education,0.3,2022-08-04T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:share:6960928095172276224/,20.0,Series B,2022-08-04T19:04:59.000Z,Indonesia,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Healthcare.com,['Miami'],Healthcare,,2022-08-03T00:00:00.000Z,https://www.bizjournals.com/southflorida/inno/stories/news/2022/08/03/healthcare-inc-cuts-149-jobs-miami.html,244.0,Series C,2022-08-04T23:16:57.000Z,United States,,149.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Unbounce,"['Vancouver', 'Non-U.S.']",Marketing,0.2,2022-08-03T00:00:00.000Z,https://betakit.com/unbounce-lays-off-20-percent-of-staff-as-part-of-larger-company-restructuring/,39.0,Series A,2022-08-03T22:50:06.000Z,Canada,,47.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Beyond Meat,['Los Angeles'],Food,0.04,2022-08-03T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-08-03/beyond-meat-eliminates-about-40-positions-in-cost-cutting-move,122.0,Post-IPO,2022-08-04T19:01:05.000Z,United States,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
The Org,"['New Delhi', 'New York City']",HR,,2022-08-03T00:00:00.000Z,https://www.linkedin.com/posts/theorg_this-week-the-org-laid-off-13-of-our-ny-based-activity-6960585154205515776-7Qf_/,39.0,Series B,2022-08-04T03:38:12.000Z,United States,,13.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
CarDekho,"['Gurugram', 'Non-U.S.']",Transportation,,2022-08-03T00:00:00.000Z,https://www.thehindubusinessline.com/companies/start-up-layoffs-cardekho-vedantu-fire-employees-as-funding-crunch-continues/article65721345.ece,497.0,Series E,2022-08-04T19:03:41.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Puppet,['Portland'],Infrastructure,0.15,2022-08-03T00:00:00.000Z,Internal memo,189.0,Acquired,2022-08-08T14:17:13.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
SoundCloud,"['Berlin', 'Non-U.S.']",Consumer,0.2,2022-08-03T00:00:00.000Z,https://www.billboard.com/pro/soundcloud-layoffs-20-percent-workforce-global/,542.0,Unknown,2022-08-03T22:49:17.000Z,Germany,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Talkwalker,"['Luxembourg', 'Non-U.S.']",Marketing,0.15,2022-08-03T00:00:00.000Z,https://www.siliconluxembourg.lu/lokdeep-singh-we-want-to-be-almost-obsessive-about-the-customers-needs/,9.0,Private Equity,2022-08-04T03:44:29.000Z,Luxembourg,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Robinhood,['SF Bay Area'],Finance,0.23,2022-08-02T00:00:00.000Z,https://techcrunch.com/2022/08/02/robinhood-23-layoff-vlad-tenev-responsibility-hiring/,5600.0,Post-IPO,2022-08-02T20:29:55.000Z,United States,,713.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Latch,['New York City'],Security,0.37,2022-08-02T00:00:00.000Z,https://www.globenewswire.com/news-release/2022/08/02/2490797/0/en/Latch-announces-further-changes-to-improve-operating-efficiency.html,342.0,Post-IPO,2022-08-04T18:53:11.000Z,United States,,115.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vedantu,"['Bengaluru', 'Non-U.S.']",Education,,2022-08-02T00:00:00.000Z,https://inc42.com/buzz/exclusive-edtech-unicorn-vedantu-lays-off-another-100-employees/,292.0,Series E,2022-08-03T02:37:37.000Z,India,,100.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Seegrid,['Pittsburgh'],Logistics,,2022-08-02T00:00:00.000Z,https://www.therobotreport.com/sources-amr-maker-seegrid-hit-with-layoffs/,107.0,Unknown,2022-08-04T03:45:51.000Z,United States,,90.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Nylas,['SF Bay Area'],Product,0.25,2022-08-02T00:00:00.000Z,https://www.nylas.com/blog/a-message-from-nylas-co-founder-ceo-gleb-polyakov/,175.0,Series C,2022-08-02T21:48:53.000Z,United States,,80.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Outreach,['Seattle'],Sales,0.05,2022-08-02T00:00:00.000Z,https://www.linkedin.com/posts/medinism_throughout-outreachs-journey-as-a-start-up-activity-6960299213226225664-PNsG/,489.0,Series G,2022-08-02T20:34:47.000Z,United States,,60.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Sendy,"['Nairobi', 'Non-U.S.']",Logistics,0.2,2022-08-02T00:00:00.000Z,https://techcrunch.com/2022/10/05/sendy-conducts-second-round-of-layoffs-20-of-its-remaining-staff-affected/,26.0,Series B,2022-10-05T18:19:41.000Z,Kenya,,54.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
The Predictive Index,['Boston'],HR,,2022-08-02T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6961029042426757120/,71.0,Acquired,2022-08-08T14:21:15.000Z,United States,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Sendy,"['Nairobi', 'Non-U.S.']",Logistics,0.1,2022-08-02T00:00:00.000Z,https://techcabal.com/2022/08/02/kenyan-logistics-startup-sendy-lays-off-10-of-its-staff/,26.0,Series B,2022-08-02T15:28:52.000Z,Kenya,,30.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Stedi,['Boulder'],Product,0.3,2022-08-02T00:00:00.000Z,https://twitter.com/GergelyOrosz/status/1554707921984016387,75.0,Series B,2022-08-04T03:39:43.000Z,United States,,23.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Glossier,['New York City'],Retail,0.08,2022-08-02T00:00:00.000Z,https://www.modernretail.co/startups/glossier-lays-off-about-two-dozen-employees-as-it-ramps-up-hiring-in-wholesale-and-retail/amp/,266.0,Series E,2022-08-03T02:42:48.000Z,United States,,19.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Butterfly Network,['New Haven'],Healthcare,0.1,2022-08-02T00:00:00.000Z,Internal memo,530.0,Post-IPO,2022-08-04T03:55:59.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
FuboTV,['New York City'],Media,,2022-08-02T00:00:00.000Z,https://www.businessinsider.com/fubotv-conducts-layoffs-in-us-2022-8,151.0,Post-IPO,2022-08-04T03:40:39.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Hash,"['Sao Paulo', 'Non-U.S.']",Finance,0.5,2022-08-01T00:00:00.000Z,https://oglobo.globo.com/blogs/capital/post/2022/08/startup-de-maquininha-demite-mais-de-metade-da-equipe-e-avalia-fechar-as-portas.ghtml,58.0,Series C,2022-08-03T02:35:35.000Z,Brazil,,58.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Classkick,['Chicago'],Education,,2022-08-01T00:00:00.000Z,https://docs.google.com/spreadsheets/d/1u-P5qzyNRdzGVN88c_YztvgggQU1iRDfXyPTk5RRpoI/edit,1.0,Seed,2022-08-10T04:13:31.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
DeHaat,"['Gurugram', 'Non-U.S.']",Food,,2022-08-01T00:00:00.000Z,https://www.moneycontrol.com/news/business/startup/layoffs-at-agritech-startup-dehaat-less-than-a-year-after-large-fundraise-8929391.html,194.0,Series D,2022-08-02T03:37:18.000Z,India,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
OnlyFans,"['London', 'Non-U.S.']",Media,,2022-08-01T00:00:00.000Z,https://www.businessinsider.com/onlyfans-lays-off-employees-amid-move-to-reshape-certain-teams-2022-7,,Unknown,2022-08-04T03:42:02.000Z,United Kingdom,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Oracle,['SF Bay Area'],Other,,2022-08-01T00:00:00.000Z,https://www.bloomberg.com/news/articles/2022-08-01/oracle-cuts-workers-in-us-customer-analytics-division?sref=Oeyjq8by#xj4y7vzkg,,Post-IPO,2022-11-17T00:44:15.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Perceptive Automata,['Boston'],Transportation,1.0,2022-08-01T00:00:00.000Z,https://www.therobotreport.com/perceptive-automata-shuts-down-after-funding-dries-up/,20.0,Series A,2022-08-04T03:49:13.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Whereby,"['Oslo', 'Non-U.S.']",Other,,2022-08-01T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:6959902351079952384/,10.0,Series A,2022-08-02T03:43:35.000Z,Norway,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Metigy,"['Sydney', 'Non-U.S.']",Marketing,1.0,2022-07-31T00:00:00.000Z,https://www.linkedin.com/posts/myrabeal_talent-tech-recruitment-activity-6959703840858259456-V8Tv/,18.0,Series B,2022-08-02T01:09:28.000Z,Australia,,75.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Vee,"['Tel Aviv', 'Non-U.S.']",HR,0.32,2022-07-31T00:00:00.000Z,https://www.calcalistech.com/ctechnews/article/syarhxntq,15.0,Seed,2022-08-02T01:08:03.000Z,Israel,,16.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Gatherly,['Atlanta'],Marketing,0.5,2022-07-31T00:00:00.000Z,Company exec,,,2022-08-02T03:38:35.000Z,United States,,,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Ola,"['Bengaluru', 'Non-U.S.']",Transportation,,2022-07-29T00:00:00.000Z,https://economictimes.indiatimes.com/tech/startups/ola-to-fire-about-1000-employees-across-verticals-even-as-focus-shifts-to-electric-mobility/articleshow/93194411.cms,5000.0,Series J,2022-07-29T16:10:50.000Z,India,,1000.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Clearco,"['Toronto', 'Non-U.S.']",Finance,0.25,2022-07-29T00:00:00.000Z,https://betakit.com/clearco-cuts-a-quarter-of-staff-amid-significant-headwinds/,681.0,Series C,2022-07-29T16:04:33.000Z,Canada,,125.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Imperfect Foods,['SF Bay Area'],Food,,2022-07-29T00:00:00.000Z,https://www.bizjournals.com/sanfrancisco/news/2022/07/29/imperfect-foods-bayview-sf-hq-warehouse-layoffs.html,229.0,Series D,2022-07-30T23:20:00.000Z,United States,,50.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Shelf Engine,['Seattle'],Food,,2022-07-29T00:00:00.000Z,https://www.geekwire.com/2022/seattle-startup-shelf-engine-lays-off-43-employees-due-to-challenging-economic-conditions/,58.0,Series B,2022-07-30T23:27:23.000Z,United States,,43.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
Quantcast,['SF Bay Area'],Marketing,0.06,2022-07-29T00:00:00.000Z,https://digiday.com/media/ad-tech-firm-quantcast-cuts-6-in-headcount-as-economic-storm-clouds-gather/,65.0,Series C,2022-08-02T03:46:06.000Z,United States,,40.0,"layoffs.fyi (Airtable shared-view, live)",2026-08-04T07:46:52.067389+00:00
